,london_p_#,similarity_score,zwickau,london
25,26,1.0,ad 1 leucam est tyrus tyrus ciuitas est de cuius preconio satis dicitur in ezechiele habet autem de predicto puteo aquarum uiuentium 1 uenam illuc ductam per traconem tyrus ciuitas edificata fuit a tyras filio iaphet post diluuium sed a phenice et cathmo filiis agenoris post modum instaurata a quo phenice tota terra phenicea est appellata tyrus magno murorum ambitu et meo iudicio capacior ciuitate achonensi est formam habens rotundam sita in rupe durissima in corde maris et undique mari circumdata est nisi in fronte ciuitatis contra orientem ubi eam primo nabuch[odonosor] et postea allexander fecerunt contigua terra quantum iactus est lapidis ubi tamen cincta est triplici muro et forti et alto ad 30 pedes spisso qui etiam muri muniti sunt turribus 15 fortissimis quibus in omnibus partibus mundi me uidisse non recolo meliores habens turribus continuatur arx ciuitatis munitissima et in mari sita habens 5 turres firmissimas quas expugnare merito non deberet totus mundus,de isto fonte minus quam leuca 1 est ciuitas tyrus in litore maris sita de cuius preconio satis dicitur in ezechiele ysaia ieremia et ceteris sacre scripture libris habuit autem de dicto puteo aquarum uiuentium uenam unam per tracones et pyramides mirabiles quarum uestigia et ruine adhuc uidentur illuc ductam que omnia circuiui et oculis meis uidi ciuitas tyrus dicitur a tyras filio iaphet constructa post diluuium sed a phenice ut dictum est supra instaurata metropolis phenice est effecta magnum habet murorum ambitum et meo iudicio maior est ciuitate acconensi formam habens rotundam sita in corde maris in rupe durissima et undique mari circumdata nisi in fronte ciuitatis contra orientem ubi eam primo nabugodonosor et postea alexander fecerunt contiguam terre quantum est iactus lapidis ubi circumcincta est quadruplici muro et forti et alto et ad 25 pedes spisso qui etiam muri muniti sunt turribus 12 fortissimis quibus in omnibus mundi partibus me uidisse non recolo meliores hiis etiam turribus continuatur arx ciuitatis siue castrum munitissimum et in rupe in corde maris situm munitum 5 turribus et palaciis fortissimis que expugnare non deberet merito totus mundus
26,27,1.0,multe sunt in ciuitate ista reliquie sicud colligitur ex historia ecclesiatica de martiribus ibidem passis sub dyocleciano quorum numerus soli deo est notus origenes etiam in <ora> ea requiescit et sunt ibi columpne marmoree et aliorum lapidum ita magne quod stupor est uidere,multe sunt in ciuitate ista reliquie sicut colligitur ex hystoria ecclesiastica de martiribus sub dyocletiano ibi passis quorum numerus est soli deo notus origenes ibidem in ecclesia sancti sepulchri requiescit in muro conclusus cuius tytulum ibidem uidi sunt ibi columpne marmoree et aliorum lapidum tam magne quod stupor est uidere sedes archiepiscopalis est in ciuitate ista et est metropolis phenicie habens suffraganeos beritensem sydoniensem et acconensem episcopos et extenditur ista metropolis usque ad petram incisam ut dictum est siue castrum peregrinorum decem diebus fui in ea et pluribus uicibus aliis et consideraui eam quantum potui diligenter
27,28,1.0,beatus uenter ante portam orientalem ciuitatis ad iactum 2 sagittarum in arena ostenditur locus predicationis ihesu christi ubi extulit uocem mulier de turba d[icens] beatus uenter [et cetera] et lapis in quo stetit predicans ihesus christus qui locus nunquam arena operitur cum tamen arena illa leuis sit et uolatilis sicud in partibus occidentis et aquilonis nix subtilis uolare consueuit et in pulsu uenti cumulos facere iste enim locus in medio arenarum semper uiridis manet estate et hyeme quod est in terra illa ualde rarum et maxime in estate quia tunc sol omnia comburit et exsiccat est tamen locus modicus ibidem magis uiridis et herbosus ubi dicitur illa mulier stetisse que extulit uocem de turba anno domini 1383 dominus iohann de monte forti qui erat dominus tyri construxit capellam pulcram ualde in eodem et posuit lapidem ipsum retro altare in loco eminenti supra columpnam unam marmoream qui locus a fidelibus peregrinis frequentatur,ante portam eius orientalem ad iactum duarum sagittarum inter harenas ostenditur locus predicationis ihesu christi ubi extulit uocem mulier de turba dicens beatus uenter qui te portauit et ubera que succisti et lapis magnus in quo tunc stabat ihesus christus qui locus numquam harena operitur cum tamen harena illa leuis sit et uolatilis sicut in partibus occidentis et aquilonis uix uolare consueuit tempore hyemis et tumulos facere circa sepes et loca similia impulsu uenti iste enim locus in medio arenarum semper uiridis permanet et estate et hyeme quod est in illa terra ualde rarum et maxime estate quia tunc sol omnia gramina comburit et exsiccat est tamen locus modicus ibidem magis uiridis reliquo campo et herbosus ubi dicitur mulier illa stetisse que extulit uocem de turba anno tamen domini 1283 dominus tyri edificauit capellam in eodem loco et posuit lapidem illum retro altare super columpnam quandam marmoream multum honeste et fuit dedicata ipsa capella in dominica oculi mei semper et ego ante ramos palmarum in eodem loco pluries dixi missam presente regina iherusalem et domino tyri et archiepiscopo cum multis aliis
28,29,1.0,de fluuio eleuthero de tyro ad 3 leucas contra aquilonem fluuius eleutherus intrat mare magnum ad quem ionathas persecutus est regem demetrum sicud dicitur in machabeis iste fluuius uenit de iturea siue galilea gencium de confinio illo quod dicebatur antiquitus rohob et postea cabul et fluit sub castro bellofort quod fuit militie templi iuxta horma usque quo iosue persecutus est 24 reges de confinio isto quia aliquando ibi herodes magnus euleutherus de fluuio eleuthereo dicebatur,de tyro ad 2 leucas modicas contra aquilonem fluuius eleutherus intrat mare magnum ad quem usque ionathas prosecutus est regem demetrium sicut dicitur i mach iste fluuius uenit de ythurea siue galilea gentium de confinio illo quod dicebatur antiquitus terra roob et postea kubul et fluit sub castro beloford quod fuit militie templi iuxta horma usque quo iosue persecutus est 24 reges sicut dicitur iosue
29,30,1.0,sarepta sydonie de isto fluuio ad 3 leucas in littore maris est sarepta sydonie ante cuius portam ostenditur capella in loco ubi helyas uenit ad uiduam sareptenam ubi et mansit et eius filium suscitauit et ostenditur ibidem cenaculum adhuc in quo quieuit sarepta uix 8 domos habet cum tamen ruine eius ostendant eam fuisse ualde magnam,de isto fluuio ad 2 leucas est sareptha sydoniorum ante cuius portam australem ostenditur capella in loco ubi helyas propheta uenit ad mulierem sareptam ubi et mansit et eius filium suscitauit et ostenditur ibidem adhuc cenaculum in quo quieuit sarepta uix 8 domos habet cum tamen ruine eius ostendant eam ualde fuisse gloriosam
30,31,1.0,sydon inde ad 3 leucas est sydon magna urbs phenicis cuius magnitudini adhuc ruine eius attestantur que etiam uix crederetur si scriberetur est tamen de ipsis ruinis alia ciuitas edificata munita quidem si haberet defensores et ex parte una in corde maris sita habens hinc inde duo castra ualde munita unum in corde maris in rupe quod primo edificauerunt ibidem quidam peregrini qui de theutonia uenerant aliud est castrum in colle situm similiter ualde firmum nunc ciuitas ipsa cum castris et terra adiacente est milicie templi et est terra ista fertilis ualde habundans omnibus bonis et aere serenissimo et non uidi in terra illa locum mihi magis placentem,inde ad 2 leucas est sydon magna urbs fenicis cuius magnitudini adhuc ruine eius attestantur que etiam uix scripte crederentur fuit autem in campo per longum disposita tendens ab austro in aquilonem sub monte antylibano inter ipsum et mare spaciosa ualde de ruinis tamen eius alia est edificata parua quidem sed munita si haberet defensores et est ex parte una in corde maris sita habens hinc inde duo castra satis munita unum ab aquilone in rupe quadam in corde maris situm quod ibidem edificauerunt peregrini qui de teuthonia uenerant aliud ex parte australi in colle situm satis firmum que castra cum ciuitate milites templi tenent terra adiacens fertilis est ualde habundans omnibus bonis et aere saluberrimo et sunt ibidem canne mellis et uinee ualde bone ante portam orientalem ciuitatis antique que nunc est deserta edificata est capella in loco ubi ad dominum uenit rogans pro filia demoniata mulier chananea in uia que uersus ythuream et cesaream philippi ducit
31,32,1.0,antilibanus mons antilibanus distat ab ista ciuitate per 1 leucam incipit autem mons antilibanus super flumen eleuthereum de quo dictum est supra et protendit usque ultra tripolim ad 5 leucas fere per 5 dietas et nusquam recedit a uia per 2 leucas nisi iuxta tripolim ubi fere distat per 4 leucas interdum tamen ita accedit ad mare quod locus est immeabilis omnino et ibi habetur uinum delicatissimum de quo dicitur memoriale eius ut uinum libani et continuatur bonitas huius uini usque ultra margant,mons antylibanus distat a sydone ad 1 leucam contra orientem incipit autem mons iste super fluuium eleutherum de quo dictum est ante et protenditur usque ultra tripolim ad 5 leucas fere per 5 dietas et nusquam recedit a mari per 2 leucas nisi iuxta tripolim ubi fere distat per 3 leucas interdum tamen ita accedit ad mare quod locus est inmeabilis omnino habundat autem uineis optimis secundum illud memoriale eius ut uinum lybani et continuatur bonitas huius uini usque ultra margatum
32,31,1.0,ante portam sydonis magne que nunc deserta est est capella in loco ubi ad dominum uenit mulier cananea in uia que ducit ytuream et cesaream philippi,inde ad 2 leucas est sydon magna urbs fenicis cuius magnitudini adhuc ruine eius attestantur que etiam uix scripte crederentur fuit autem in campo per longum disposita tendens ab austro in aquilonem sub monte antylibano inter ipsum et mare spaciosa ualde de ruinis tamen eius alia est edificata parua quidem sed munita si haberet defensores et est ex parte una in corde maris sita habens hinc inde duo castra satis munita unum ab aquilone in rupe quadam in corde maris situm quod ibidem edificauerunt peregrini qui de teuthonia uenerant aliud ex parte australi in colle situm satis firmum que castra cum ciuitate milites templi tenent terra adiacens fertilis est ualde habundans omnibus bonis et aere saluberrimo et sunt ibidem canne mellis et uinee ualde bone ante portam orientalem ciuitatis antique que nunc est deserta edificata est capella in loco ubi ad dominum uenit rogans pro filia demoniata mulier chananea in uia que uersus ythuream et cesaream philippi ducit
33,33,0.9999999999999998,bericus ultra sydonem ad 4 leucas est nobilis illa et antiqua ciuitas beritus ubi dicitur etiam dominus predicasse ubi iudei facta ymagine saluatoris de pasta ei illuserunt et tandem crucifigentes ab ea sanguine in magna quantitate extraxerunt qui usque hodie in multis locis uenerationi habetur hucusque contra partes aquilonis processi cetera usque ad laodiciam non uidi sed relacione didici nobiles ibi esse ciuitates quas christiani colunt in littore maris sitas,ultra sydonem ad 9 leucas est nobilis illa et antiqua ciuitas berichus ubi dicitur etiam dominus predicasse ubi etiam iudei facta ymagine de pasta ei illuserunt et tandem crucifigentes sanguinem ab ea in magna quantitate extraxerunt qui usque hodie in multis locis uenerationi habetur episcopus huius ciuitatis sicut et sydonensis suffraganeus est tyronensis
34,35,1.0,biblium et primo post beritum ad 6 leucas est biblium de qua loquitur ezechiel in commendatione tyri dicit senes tui biblii et remiges tui o tyre,de bericho ad 6 leucas supra mare est biblium ciuitas prima de patriarchatu antyocheno habens episcopum de ista dicitur eze 27 in commendatione tyri senes biblii et prudentes eius habuerunt nautas ad ministerium uarie suppellectilis tue dominus biblii uasallus est comitis tripolitani nunc ciuitas ipsa gybloch dicitur et est satis parua
35,36,1.0,botrum idem ad 4 leucas est botrum ciuitas opulenta quondam ualde et habundans uino et omnibus bonis que nunc per ingressum templi penitus est destructa de botrim ad 3 leucas est castrum nephyn fere totum in mari situm quod est principis anthiochen[sis] in quo uidi 24 turres bonas et locum munitum ualde uinum huius uille magis nominatus inter omnia uina parcium illarum,de biblio ad 4 leucas est botrum ciuitas opulenta quondam ualde in uino nobilissimo et omnibus sed per magistrum templi funditus est destructa inde ad 3 leucas est castrum nephyn in mari situm fere totum quod est principis antyocheni in quo uidi 20 turres bonas et locum munitum ualde uinum huius uille magis nominatum est inter omnia uina partium illarum
36,37,1.0,tripolis ciuitas ciuitas tripolis fere est undique mari cincta sicud tiyrus et est populosa multum habitant enim in ea greci latini armeni maronite nestoriani et multe gentes alie de serico fiunt in ea multa opera audiui pro certo quod esset in ea textores serici et cameloti et similium amplius quam 4000 et terra illi adiacens dici potest absque dubio paradisus propter amenitates infinitas in uinetis oliuetis ficetis calamellis pomis naranges lemonibus cytrinis cedrin[i]s pomis paradisi et similibus nec recolo alibi similia uidisse campus ante ciuitatem continet in longitudine miliare theutonicum in latitudine fere tantundem in quo sunt iardini infiniti in quibus fructus diuersi crescunt et in tanta quantitate quod dicuntur suis dominis ualere ad annum 30 000 bisanciorum aureorum et fons ortorum rigat omnes ortos istos inter libanum et tripolin et commendat mirabiliter regionem aque eius optime sunt dulces et frigide et plura loca religiosa constructa sunt super riuos eius et ecclesie et oratoria multa,de nephyn ad 2 leucas est ciuitas tripolis nobilis ualde et fere tota in corde maris sita sicut tyrus et est populosa multum habitant enim in ea greci latini iudei armeni maranite nestoriani et multe gentes alie de serico multa opera fiunt in ea audiui pro certo quod essent in ea textores serici et cameloti et similium amplius quam 4000 terra illi adiacens dici potest absque dubio paradysus propter amenitates infinitas in uineis oliuetis ficetis calamellis quibus omnibus in aliis partibus non recolo similia me uidisse campus ante ciuitatem continet in longitudine leucam 1 in latitudine dimidiam in quo spatio sunt iardini 150 in quibus fructus diuersi crescunt et in tanta quantitate quod dicuntur singulis annis ualere suis dominis trecenta milia bissantiorum aureorum
