,zwickau_s_#,similarity_score,london,zwickau
75,82,0.7086116289520208,unus enim qui precipuus est habet 40 cubitos longitudinis et latitudinis ut ego per me mensuraui et est quadratus et alii tres circa 24,unus enim qui precipuus est habet 40 cubitos longitudinis et latitudinis similiter et est quadratus alii 3 circa 55
76,83,0.3547689798399451,omnes muris fortissimis de lapidibus durissimis de opere insolubili ad altitudinem haste uel amplius circumdati,omnibus muris fortissimis de lapidibus durissimis ad altitudinem haste et dimidie uel plus circumdati in quibus ita colligitur aqua et exaltatur quod ad omnem partem aqua defluit ultra muros eosdem et deducitur inde per aqueducductus et tracones per totam planiciem tyri et irrigantur de aqua ista giardini et orti et calamelle que in tanta quantitate crescunt in partibus illis
77,83,0.4955753472497539,in quibus ita colligitur aqua et exaltatur quod ad omnem partem aqua defluit ultra muros,omnibus muris fortissimis de lapidibus durissimis ad altitudinem haste et dimidie uel plus circumdati in quibus ita colligitur aqua et exaltatur quod ad omnem partem aqua defluit ultra muros eosdem et deducitur inde per aqueducductus et tracones per totam planiciem tyri et irrigantur de aqua ista giardini et orti et calamelle que in tanta quantitate crescunt in partibus illis
78,890,0.16042095169383702,sunt tamen nichilominus inde aqueductus facti per riuos inde descendentes tante profunditatis et latitudinis quanta est statura unius hominis quod per memetipsum expertus sum mittens in canalem per quem fluit aqua,peccant tamen nichilominus contra naturam in singulis ciuitatibus habentes ephebias
79,83,0.32538174055060287,deducuntur autem iste aque per totam planiciem tyri et rigantur inde iardini orti uinee calamelle que in magna quantitate crescunt ibidem,omnibus muris fortissimis de lapidibus durissimis ad altitudinem haste et dimidie uel plus circumdati in quibus ita colligitur aqua et exaltatur quod ad omnem partem aqua defluit ultra muros eosdem et deducitur inde per aqueducductus et tracones per totam planiciem tyri et irrigantur de aqua ista giardini et orti et calamelle que in tanta quantitate crescunt in partibus illis
80,84,0.2622766630937875,de quibus dominus tyri recipit reditus ualde magnos,quod dominus tyri aliquociens ut dicitur recipit inde in reditibus 40000 bisanciorum
81,85,0.740821537274127,distant autem fontes isti a mari magno modico amplius quam iacere possit arcus et in isto modico spacio impellunt 6 rotas molendini satis magnas et statim in mari absorbentur,distant autem fontes isti a mari magno modico amplius quam arcus iacere posset et in isto spacio modico inpellunt 4 rotas molendini satis magnas et statim in mare fluunt
82,248,0.1668105343333594,fonti isti ad litteram uidetur conuenire illud ecclesia,uia occidentis hec autem linea ad litteram est uia illa de qua dicitur thobias 1
83,869,0.0847692868129137,24 rigabo ortum plantationum et inebriabo partus mei fructum et ecce factus est mihi trames habundans et fluuius meus appropinquauit ad mare,arbor autem huius fructus uno anno crescit et fructum facit
84,86,0.5256601670011317,multas commoditates conferunt incolis iste aque,multas commoditates prestant incolis aque iste de isto fonte
85,88,0.28508894067566104,de isto fonte minus quam leuca 1 est ciuitas tyrus in litore maris sita de cuius preconio satis dicitur in ezechiele ysaia ieremia et ceteris sacre scripture libris,tyrus ciuitas est de cuius preconio satis dicitur in ezechiele habet autem de predicto puteo aquarum uiuentium 1 uenam illuc ductam per traconem
86,88,0.4245139423232779,habuit autem de dicto puteo aquarum uiuentium uenam unam per tracones et pyramides mirabiles quarum uestigia et ruine adhuc uidentur illuc ductam,tyrus ciuitas est de cuius preconio satis dicitur in ezechiele habet autem de predicto puteo aquarum uiuentium 1 uenam illuc ductam per traconem
87,538,0.20202992177716894,que omnia circuiui et oculis meis uidi,ortum istum balsami in babiloniam translatum cum essem in egipto anno domini 1548 oculis meis uidi
88,89,0.499222940857605,ciuitas tyrus dicitur a tyras filio iaphet constructa post diluuium sed a phenice ut dictum est supra instaurata metropolis phenice est effecta,tyrus ciuitas edificata fuit a tyras filio iaphet post diluuium sed a phenice et cathmo filiis agenoris post modum instaurata a quo phenice tota terra phenicea est appellata
89,90,0.5831667227231921,magnum habet murorum ambitum et meo iudicio maior est ciuitate acconensi formam habens rotundam sita in corde maris in rupe durissima et undique mari circumdata nisi in fronte ciuitatis contra orientem ubi eam primo nabugodonosor et postea alexander fecerunt contiguam terre quantum est iactus lapidis ubi circumcincta est quadruplici muro et forti et alto et ad 25 pedes spisso,tyrus magno murorum ambitu et meo iudicio capacior ciuitate achonensi est formam habens rotundam sita in rupe durissima in corde maris et undique mari circumdata est nisi in fronte ciuitatis contra orientem ubi eam primo nabuch[odonosor] et postea allexander fecerunt contigua terra quantum iactus est lapidis ubi tamen cincta est triplici muro et forti et alto ad 30 pedes spisso qui etiam muri muniti sunt turribus 15 fortissimis quibus in omnibus partibus mundi me uidisse non recolo meliores habens turribus
90,90,0.4086366680055351,qui etiam muri muniti sunt turribus 12 fortissimis quibus in omnibus mundi partibus me uidisse non recolo meliores,tyrus magno murorum ambitu et meo iudicio capacior ciuitate achonensi est formam habens rotundam sita in rupe durissima in corde maris et undique mari circumdata est nisi in fronte ciuitatis contra orientem ubi eam primo nabuch[odonosor] et postea allexander fecerunt contigua terra quantum iactus est lapidis ubi tamen cincta est triplici muro et forti et alto ad 30 pedes spisso qui etiam muri muniti sunt turribus 15 fortissimis quibus in omnibus partibus mundi me uidisse non recolo meliores habens turribus
91,91,0.426715905157185,hiis etiam turribus continuatur arx ciuitatis siue castrum munitissimum et in rupe in corde maris situm munitum 5 turribus et palaciis fortissimis que expugnare non deberet merito totus mundus,continuatur arx ciuitatis munitissima et in mari sita habens 5 turres firmissimas quas expugnare merito non deberet totus mundus
92,92,0.6669399334659968,multe sunt in ciuitate ista reliquie sicut colligitur ex hystoria ecclesiastica de martiribus sub dyocletiano ibi passis quorum numerus est soli deo notus,multe sunt in ciuitate ista reliquie sicud colligitur ex historia ecclesiatica de martiribus ibidem passis sub dyocleciano quorum numerus soli deo est notus
93,640,0.20499108384213618,origenes ibidem in ecclesia sancti sepulchri requiescit in muro conclusus cuius tytulum ibidem uidi,ecclesia sancti sepulcri ecclesia sancti sepulcri rotunda est et habet per dyametrum inter columpnas 72 pedes preter absides que habent in latitudine 30 pedes
94,93,0.6764360941089657,sunt ibi columpne marmoree et aliorum lapidum tam magne quod stupor est uidere,origenes etiam in <ora> ea requiescit et sunt ibi columpne marmoree et aliorum lapidum ita magne quod stupor est uidere
95,768,0.24260464785261582,sedes archiepiscopalis est in ciuitate ista et est metropolis phenicie habens suffraganeos beritensem sydoniensem et acconensem episcopos et extenditur ista metropolis usque ad petram incisam ut dictum est siue castrum peregrinorum,cesarea palestine de castro peregrino 4 leucis est cesarea palestine metropolis in qua fuit sedes archiepiscopalis
96,1134,0.4967267565597525,decem diebus fui in ea et pluribus uicibus aliis et consideraui eam quantum potui diligenter,2 diebus steti ibi et consideraui totum locum quantum potui diligenter
97,94,0.451850646954245,ante portam eius orientalem ad iactum duarum sagittarum inter harenas ostenditur locus predicationis ihesu christi ubi extulit uocem mulier de turba dicens beatus uenter qui te portauit et ubera que succisti et lapis magnus in quo tunc stabat ihesus christus,beatus uenter ante portam orientalem ciuitatis ad iactum 2 sagittarum in arena ostenditur locus predicationis ihesu christi ubi extulit uocem mulier de turba d[icens] beatus uenter [et cetera] et lapis in quo stetit predicans ihesus christus qui locus nunquam arena operitur cum tamen arena illa leuis sit et uolatilis sicud in partibus occidentis et aquilonis nix subtilis uolare consueuit et in pulsu uenti cumulos facere
98,94,0.4240754306227192,qui locus numquam harena operitur cum tamen harena illa leuis sit et uolatilis sicut in partibus occidentis et aquilonis uix uolare consueuit tempore hyemis et tumulos facere circa sepes et loca similia impulsu uenti,beatus uenter ante portam orientalem ciuitatis ad iactum 2 sagittarum in arena ostenditur locus predicationis ihesu christi ubi extulit uocem mulier de turba d[icens] beatus uenter [et cetera] et lapis in quo stetit predicans ihesus christus qui locus nunquam arena operitur cum tamen arena illa leuis sit et uolatilis sicud in partibus occidentis et aquilonis nix subtilis uolare consueuit et in pulsu uenti cumulos facere
99,95,0.8398469895347292,iste enim locus in medio arenarum semper uiridis permanet et estate et hyeme quod est in illa terra ualde rarum et maxime estate quia tunc sol omnia gramina comburit et exsiccat,iste enim locus in medio arenarum semper uiridis manet estate et hyeme quod est in terra illa ualde rarum et maxime in estate quia tunc sol omnia comburit et exsiccat
100,96,0.8258278618523711,est tamen locus modicus ibidem magis uiridis reliquo campo et herbosus ubi dicitur mulier illa stetisse que extulit uocem de turba,est tamen locus modicus ibidem magis uiridis et herbosus ubi dicitur illa mulier stetisse que extulit uocem de turba
101,97,0.34425316431446024,anno tamen domini 1283 dominus tyri edificauit capellam in eodem loco et posuit lapidem illum retro altare super columpnam quandam marmoream multum honeste et fuit dedicata ipsa capella in dominica oculi mei semper et ego ante ramos palmarum in eodem loco pluries dixi missam presente regina iherusalem et domino tyri et archiepiscopo cum multis aliis,anno domini 1383 dominus iohann de monte forti qui erat dominus tyri construxit capellam pulcram ualde in eodem et posuit lapidem ipsum retro altare in loco eminenti supra columpnam unam marmoream
102,99,0.6676927707043061,de tyro ad 2 leucas modicas contra aquilonem fluuius eleutherus intrat mare magnum ad quem usque ionathas prosecutus est regem demetrium sicut dicitur i mach,de fluuio eleuthero de tyro ad 3 leucas contra aquilonem fluuius eleutherus intrat mare magnum ad quem ionathas persecutus est regem demetrum sicud dicitur in machabeis
103,100,0.6403982634571258,iste fluuius uenit de ythurea siue galilea gentium de confinio illo quod dicebatur antiquitus terra roob et postea kubul et fluit sub castro beloford quod fuit militie templi iuxta horma usque quo iosue persecutus est 24 reges sicut dicitur iosue,iste fluuius uenit de iturea siue galilea gencium de confinio illo quod dicebatur antiquitus rohob et postea cabul et fluit sub castro bellofort quod fuit militie templi iuxta horma usque quo iosue persecutus est 24 reges de confinio isto quia aliquando ibi herodes magnus euleutherus de fluuio eleuthereo dicebatur
104,101,0.5914503441416519,de isto fluuio ad 2 leucas est sareptha sydoniorum ante cuius portam australem ostenditur capella in loco ubi helyas propheta uenit ad mulierem sareptam ubi et mansit et eius filium suscitauit,sarepta sydonie de isto fluuio ad 3 leucas in littore maris est sarepta sydonie ante cuius portam ostenditur capella in loco ubi helyas uenit ad uiduam sareptenam ubi et mansit et eius filium suscitauit et ostenditur ibidem cenaculum adhuc in quo quieuit
105,101,0.33584025787682753,et ostenditur ibidem adhuc cenaculum in quo quieuit,sarepta sydonie de isto fluuio ad 3 leucas in littore maris est sarepta sydonie ante cuius portam ostenditur capella in loco ubi helyas uenit ad uiduam sareptenam ubi et mansit et eius filium suscitauit et ostenditur ibidem cenaculum adhuc in quo quieuit
