,original,processed
29,de tyro ad leucas modicas contra aquilonem fluvius eleutherus intrat mare magnum ad quem usque ionathas prosecutus est regem demetrium sicut dicitur i mach iste fluvius venit de ythurea sive galilea gentium de confinio illo quod dicebatur antiquitus terra roob et postea kubul et fluit sub castro beloford quod fuit militie templi iuxta horma usque quo iosue persecutus est reges sicut dicitur josue,de tiro ad leucas modicas contra aquilonem fluuius eleuterus intrat mare magnum ad quem usque ionatas prosecutus est regem demetrium sicut dicitur i mac iste fluuius uenit de iturea siue galilea gencium de confinio ilo quod dicebatur antiquitus terra roob et postea kubul et fluit sub castro beloford quod fuit militie templi iuxta horma usque quo iosue persecutus est reges sicut dicitur iosue
30,de isto fluvio ad leucas est sareptha sydoniorum ante cuius portam australem ostenditur capella in loco ubi helyas propheta venit ad mulierem sareptam ubi et mansit et eius filium suscitavit et ostenditur ibidem adhuc cenaculum in quo quievit sarepta vix domos habet cum tamen ruine eius ostendant eam valde fuisse gloriosam,de isto fluuio ad leucas est sarepta sidoniorum ante cuius portam australem ostenditur capela in loco ubi helias propeta uenit ad mulierem sareptam ubi et mansit et eius filium suscitauit et ostenditur ibidem adhuc cenaculum in quo quieuit sarepta uix domos habet cum tamen ruine eius ostendant eam ualde fuisse gloriosam
31,inde ad leucas est sydon magna urbs fenicis cuius magnitudini adhuc ruine eius attestantur que etiam vix scripte crederentur fuit autem in campo per longum disposita tendens ab austro in aquilonem sub monte antylibano inter ipsum et mare spaciosa valde de ruinis tamen eius alia est edificata parva quidem sed munita si haberet defensores et est ex parte una in corde maris sita habens hinc inde duo castra satis munita unum ab aquilone in rupe quadam in corde maris situm quod ibidem edificaverunt peregrini qui de teuthonia venerant aliud ex parte australi in colle situm satis firmum que castra cum civitate milites templi tenent terra adiacens fertilis est valde habundans omnibus bonis et aere saluberrimo et sunt ibidem canne mellis et vinee valde bone ante portam orientalem civitatis antique que nunc est deserta edificata est capella in loco ubi ad dominum venit rogans pro filia demoniata mulier chananea in via que versus ythuream et cesaream philippi ducit,inde ad leucas est sidon magna urbs fenicis cuius magnitudini adhuc ruine eius atestantur que etiam uix scripte crederentur fuit autem in campo per longum disposita tendens ab austro in aquilonem sub monte antilibano inter ipsum et mare spatiosa ualde de ruinis tamen eius alia est edificata parua quidem sed munita si haberet defensores et est ex parte una in corde maris sita habens hinc inde duo castra satis munita unum ab aquilone in rupe quadam in corde maris situm quod ibidem edificauerunt peregrini qui de teutonia uenerant aliud ex parte australi in cole situm satis firmum que castra cum ciuitate milites templi tenent terra adiacens fertilis est ualde habundans omnibus bonis et ere saluberrimo et sunt ibidem canne melis et uinee ualde bone ante portam orientalem ciuitatis antique que nunc est deserta edificata est capela in loco ubi ad dominum uenit rogans pro filia demoniata mulier cananea in uia que uersus ituream et cesaream pilippi ducit
32,mons antylibanus distat a sydone ad leucam contra orientem incipit autem mons iste super fluvium eleutherum de quo dictum est ante et protenditur usque ultra tripolim ad leucas fere per dietas et nusquam recedit a mari per leucas nisi iuxta tripolim ubi fere distat per leucas interdum tamen ita accedit ad mare quod locus est inmeabilis omnino habundat autem vineis optimis secundum illud memoriale eius ut vinum lybani et continuatur bonitas huius vini usque ultra margatum,mons antilibanus distat a sidone ad leucam contra orientem incipit autem mons iste super fluuium eleuterum de quo dictum est ante et protenditur usque ultra tripolim ad leucas fere per dietas et nusquam recedit a mari per leucas nisi iuxta tripolim ubi fere distat per leucas interdum tamen ita accedit ad mare quod locus est inmeabilis omnino habundat autem uineis optimis secundum ilud memoriale eius ut uinum libani et continuatur bonitas huius uini usque ultra margatum
33,ultra sydonem ad leucas est nobilis illa et antiqua civitas berichus ubi dicitur etiam dominus predicasse ubi etiam iudei facta ymagine de pasta ei illuserunt et tandem crucifigentes sanguinem ab ea in magna quantitate extraxerunt qui usque hodie in multis locis venerationi habetur episcopus huius civitatis sicut et sydonensis suffraganeus est tyronensis,ultra sidonem ad leucas est nobilis ila et antiqua ciuitas bericus ubi dicitur etiam dominus predicasse ubi etiam iudei facta imagine de pasta ei iluserunt et tandem crucifigentes sanguinem ab ea in magna quantitate extraxerunt qui usque hodie in multis locis uenerationi habetur episcopus huius ciuitatis sicut et sidonensis sufraganeus est tironensis
34,et terminatur metropolis tyronensis ultra ad leucas in flumine qui passus canis dicitur qui ibidem magnum mare ingreditur terminatur similiter patriarchatus iherosolimitanus et incipit patriarchatus antyochenus et comitatus tripolitanus qui locus passus canis dicitur et est locus inmeabilis per terram nisi de sarracenorum voluntate pauci enim viri prohiberent ibi transitum de facili toti mundo,et terminatur metropolis tironensis ultra ad leucas in flumine qui passus canis dicitur qui ibidem magnum mare ingreditur terminatur similiter patriarcatus ierosolimitanus et incipit patriarcatus antiocenus et comitatus tripolitanus qui locus passus canis dicitur et est locus inmeabilis per terram nisi de sarracenorum uoluntate pauci enim uiri prohiberent ibi transitum de facili toti mundo
35,de bericho ad leucas supra mare est biblium civitas prima de patriarchatu antyocheno habens episcopum de ista dicitur eze in commendatione tyri senes biblii et prudentes eius habuerunt nautas ad ministerium varie suppellectilis tue dominus biblii vasallus est comitis tripolitani nunc civitas ipsa gybloch dicitur et est satis parva,de berico ad leucas supra mare est biblium ciuitas prima de patriarcatu antioceno habens episcopum de ista dicitur ese in comendatione tiri senes biblii et prudentes eius habuerunt nautas ad ministerium uarie suppelectilis tue dominus biblii uasalus est comitis tripolitani nunc ciuitas ipsa gibloc dicitur et est satis parua
36,de biblio ad leucas est botrum civitas opulenta quondam valde in vino nobilissimo et omnibus sed per magistrum templi funditus est destructa inde ad leucas est castrum nephyn in mari situm fere totum quod est principis antyocheni in quo vidi turres bonas et locum munitum valde vinum huius ville magis nominatum est inter omnia vina partium illarum,de biblio ad leucas est botrum ciuitas opulenta quondam ualde in uino nobilissimo et omnibus sed per magistrum templi funditus est destructa inde ad leucas est castrum nepin in mari situm fere totum quod est principis antioceni in quo uidi turres bonas et locum munitum ualde uinum huius uile magis nominatum est inter omnia uina parcium ilarum
37,de nephyn ad leucas est civitas tripolis nobilis valde et fere tota in corde maris sita sicut tyrus et est populosa multum habitant enim in ea greci latini iudei armeni maranite nestoriani et multe gentes alie de serico multa opera fiunt in ea audivi pro certo quod essent in ea textores serici et cameloti et similium amplius quam terra illi adiacens dici potest absque dubio paradysus propter amenitates infinitas in vineis olivetis ficetis calamellis quibus omnibus in aliis partibus non recolo similia me vidisse campus ante civitatem continet in longitudine leucam in latitudine dimidiam in quo spatio sunt iardini in quibus fructus diversi crescunt et in tanta quantitate quod dicuntur singulis annis valere suis dominis trecenta milia bissantiorum aureorum,de nepin ad leucas est ciuitas tripolis nobilis ualde et fere tota in corde maris sita sicut tirus et est populosa multum habitant enim in ea greci latini iudei armeni maranite nestoriani et multe gentes alie de serico multa opera fiunt in ea audiui pro certo quod essent in ea textores serici et cameloti et similium amplius quam terra ili adiacens dici potest absque dubio paradisus propter amenitates infinitas in uineis oliuetis ficetis calamelis quibus omnibus in aliis partibus non recolo similia me uidisse campus ante ciuitatem continet in longitudine leucam in latitudine dimidiam in quo spatio sunt iardini in quibus fructus diuersi crescunt et in tanta quantitate quod dicuntur singulis annis ualere suis dominis trecenta milia bissantiorum aureorum
38,libanus distat a civitate ista per leucas ad eius pedem oritur fons ortorum fluens impetu de lybano sicut dicitur in canticis fons iste humiliter valde nasci videtur sed subito invalescens fluxum facit vehementem et magnum valde iste rigat omnes ortos et planiciem inter tripolim et lybanum et commendat mirabiliter regionem aque eius optime sunt frigide et dulces et plura loca religiosa constructa sunt super rivos eius et ecclesie multe venit autem sicut dictum est de radice montis et pro parte circuit montem leopardorum et postea per ortos deducitur rigans ipsos autem fluminibus bene magnis mare ingreditur preter rivos alios qui in locis diversis tandem similiter in mare fluunt et pro certo de isto fonte verum est quod dicitur in hester quia fons parvus crevit in fluvium magnum et aquas plurimas redundavit,libanus distat a ciuitate ista per leucas ad eius pedem oritur fons ortorum fluens impetu de libano sicut dicitur in canticis fons iste humiliter ualde nasci uidetur sed subito inualescens fluxum facit uehementem et magnum ualde iste rigat omnes ortos et planiciem inter tripolim et libanum et comendat mirabiliter regionem aque eius optime sunt frigide et dulces et plura loca religiosa constructa sunt super riuos eius et ecclesie multe uenit autem sicut dictum est de radice montis et pro parte circuit montem leopardorum et postea per ortos deducitur rigans ipsos autem fluminibus bene magnis mare ingreditur preter riuos alios qui in locis diuersis tandem similiter in mare fluunt et pro certo de isto fonte uerum est quod dicitur in hester quia fons paruus creuit in fluuium magnum et aquas plurimas redundauit
39,de tripoli ad leucas est mons leopardorum rotundus in aspectu et satis altus distans de lybano ad leucam in huius pede aquilone vidi speluncam in qua erat monumentum habens pedes longitudinis quod sarraceni devote colunt frequentant dicentes illud esse sepulchrum iosue quod non credo verum esse quia textus dicit eum sepultum esse in tampnachsare que est iuxta sychem in latere montis effraym ego pocius credo istud esse sepulchrum chanaan filii cham filii noe vel alicuius similium vel filiorum qui ad litteram circa loca illa habitasse probantur ut infra dicetur,de tripoli ad leucas est mons leopardorum rotundus in aspectu et satis altus distans de libano ad leucam in huius pede aquilone uidi speluncam in qua erat monumentum habens pedes longitudinis quod sarraceni deuote colunt frequentant dicentes ilud esse sepulcrum iosue quod non credo uerum esse quia textus dicit eum sepultum esse in tampnacsare que est iuxta sicem in latere montis efraim ego pocius credo istud esse sepulcrum canaan filii cam filii noe aut alicuius similium aut filiorum qui ad literam circa loca ila habitasse probantur ut infra dicetur
